temporal_sample_id,project_id,center_latitude,center_longitude,center_row,center_col,cnn_spatial_split,target,prediction_probability,prediction_class,inference_threshold,temporal_year_start,temporal_year_end,project_name,hotspot_cluster,hotspot_id
MH-001_21.179175_78.920546,MH-001,21.179175,78.920546,10,29,cnn_test,1,0.16844461858272552,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.920816,MH-001,21.179175,78.920816,10,30,cnn_test,1,0.18398502469062805,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.921085,MH-001,21.179175,78.921085,10,31,cnn_test,1,0.1808457225561142,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.921355,MH-001,21.179175,78.921355,10,32,cnn_test,1,0.1724153757095337,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.921624,MH-001,21.179175,78.921624,10,33,cnn_test,1,0.17298652231693268,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.921894,MH-001,21.179175,78.921894,10,34,cnn_test,1,0.1628873199224472,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.922163,MH-001,21.179175,78.922163,10,35,cnn_test,0,0.15846645832061768,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.922433,MH-001,21.179175,78.922433,10,36,cnn_test,1,0.15113581717014313,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.922702,MH-001,21.179175,78.922702,10,37,cnn_test,0,0.15342111885547638,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.923241,MH-001,21.179175,78.923241,10,39,cnn_test,1,0.11472559720277786,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.92351,MH-001,21.179175,78.92351,10,40,cnn_test,1,0.10830187797546387,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.924319,MH-001,21.179175,78.924319,10,43,cnn_test,0,0.10242583602666855,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.925127,MH-001,21.179175,78.925127,10,46,cnn_test,1,0.12486204504966736,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.925397,MH-001,21.179175,78.925397,10,47,cnn_test,1,0.13434089720249176,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.925666,MH-001,21.179175,78.925666,10,48,cnn_test,1,0.13744772970676422,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.179175_78.925936,MH-001,21.179175,78.925936,10,49,cnn_test,0,0.1537952721118927,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.914617,MH-001,21.178906,78.914617,11,7,cnn_test,0,0.15826253592967987,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.914887,MH-001,21.178906,78.914887,11,8,cnn_test,0,0.1484743058681488,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.915156,MH-001,21.178906,78.915156,11,9,cnn_test,0,0.13013094663619995,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.915426,MH-001,21.178906,78.915426,11,10,cnn_test,0,0.12838546931743622,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.917043,MH-001,21.178906,78.917043,11,16,cnn_test,0,0.13285157084465027,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.917312,MH-001,21.178906,78.917312,11,17,cnn_test,0,0.1391918957233429,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.917582,MH-001,21.178906,78.917582,11,18,cnn_test,0,0.19890812039375305,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.920546,MH-001,21.178906,78.920546,11,29,cnn_test,1,0.18627499043941498,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.920816,MH-001,21.178906,78.920816,11,30,cnn_test,1,0.1906355917453766,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.921085,MH-001,21.178906,78.921085,11,31,cnn_test,1,0.18605364859104156,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.921355,MH-001,21.178906,78.921355,11,32,cnn_test,1,0.17027708888053894,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.921624,MH-001,21.178906,78.921624,11,33,cnn_test,1,0.16081738471984863,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.921894,MH-001,21.178906,78.921894,11,34,cnn_test,1,0.16350945830345154,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.922163,MH-001,21.178906,78.922163,11,35,cnn_test,1,0.188788503408432,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.922433,MH-001,21.178906,78.922433,11,36,cnn_test,1,0.18204979598522186,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.922702,MH-001,21.178906,78.922702,11,37,cnn_test,1,0.16756154596805573,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.923241,MH-001,21.178906,78.923241,11,39,cnn_test,1,0.15727517008781433,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.92351,MH-001,21.178906,78.92351,11,40,cnn_test,1,0.15557105839252472,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.924049,MH-001,21.178906,78.924049,11,42,cnn_test,1,0.12511618435382843,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.924319,MH-001,21.178906,78.924319,11,43,cnn_test,0,0.11123649030923843,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.924858,MH-001,21.178906,78.924858,11,45,cnn_test,1,0.10492584109306335,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.925666,MH-001,21.178906,78.925666,11,48,cnn_test,1,0.11053267121315002,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.925936,MH-001,21.178906,78.925936,11,49,cnn_test,0,0.11635833233594894,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.926205,MH-001,21.178906,78.926205,11,50,cnn_test,1,0.13062278926372528,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178906_78.926475,MH-001,21.178906,78.926475,11,51,cnn_test,1,0.1507481336593628,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.914617,MH-001,21.178636,78.914617,12,7,cnn_test,0,0.16276796162128448,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.914887,MH-001,21.178636,78.914887,12,8,cnn_test,0,0.12636850774288177,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.915156,MH-001,21.178636,78.915156,12,9,cnn_test,0,0.11712128669023514,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.916504,MH-001,21.178636,78.916504,12,14,cnn_test,0,0.11776193976402283,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.916773,MH-001,21.178636,78.916773,12,15,cnn_test,0,0.13397811353206635,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.917043,MH-001,21.178636,78.917043,12,16,cnn_test,0,0.22291237115859985,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.917312,MH-001,21.178636,78.917312,12,17,cnn_test,0,0.23242507874965668,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.917582,MH-001,21.178636,78.917582,12,18,cnn_test,0,0.21048063039779663,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.917851,MH-001,21.178636,78.917851,12,19,cnn_test,0,0.2066352218389511,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.918121,MH-001,21.178636,78.918121,12,20,cnn_test,0,0.20320573449134827,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.921355,MH-001,21.178636,78.921355,12,32,cnn_test,1,0.19276994466781616,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.921624,MH-001,21.178636,78.921624,12,33,cnn_test,0,0.18903867900371552,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.921894,MH-001,21.178636,78.921894,12,34,cnn_test,1,0.19490282237529755,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.922163,MH-001,21.178636,78.922163,12,35,cnn_test,1,0.19866713881492615,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.922433,MH-001,21.178636,78.922433,12,36,cnn_test,1,0.18340663611888885,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.922702,MH-001,21.178636,78.922702,12,37,cnn_test,0,0.1877361238002777,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.923241,MH-001,21.178636,78.923241,12,39,cnn_test,1,0.17867450416088104,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.92351,MH-001,21.178636,78.92351,12,40,cnn_test,1,0.1748105138540268,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.924049,MH-001,21.178636,78.924049,12,42,cnn_test,1,0.1827763170003891,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.924319,MH-001,21.178636,78.924319,12,43,cnn_test,0,0.17312906682491302,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.924588,MH-001,21.178636,78.924588,12,44,cnn_test,0,0.1595958173274994,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.924858,MH-001,21.178636,78.924858,12,45,cnn_test,1,0.18324591219425201,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.925127,MH-001,21.178636,78.925127,12,46,cnn_test,1,0.16093574464321136,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178636_78.925666,MH-001,21.178636,78.925666,12,48,cnn_test,1,0.14020752906799316,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.914887,MH-001,21.178367,78.914887,13,8,cnn_test,0,0.1235007718205452,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.915156,MH-001,21.178367,78.915156,13,9,cnn_test,0,0.10053446888923645,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.915695,MH-001,21.178367,78.915695,13,11,cnn_test,0,0.11378375440835953,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.917043,MH-001,21.178367,78.917043,13,16,cnn_test,0,0.12102395296096802,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.917312,MH-001,21.178367,78.917312,13,17,cnn_test,0,0.17096731066703796,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.917582,MH-001,21.178367,78.917582,13,18,cnn_test,0,0.16201825439929962,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.917851,MH-001,21.178367,78.917851,13,19,cnn_test,0,0.18307623267173767,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.921355,MH-001,21.178367,78.921355,13,32,cnn_test,1,0.21913349628448486,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.921624,MH-001,21.178367,78.921624,13,33,cnn_test,1,0.1901635229587555,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.921894,MH-001,21.178367,78.921894,13,34,cnn_test,1,0.20179879665374756,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.922163,MH-001,21.178367,78.922163,13,35,cnn_test,1,0.21924816071987152,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.922433,MH-001,21.178367,78.922433,13,36,cnn_test,0,0.2090405821800232,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.922702,MH-001,21.178367,78.922702,13,37,cnn_test,0,0.200117826461792,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.92351,MH-001,21.178367,78.92351,13,40,cnn_test,0,0.19636182487010956,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.92378,MH-001,21.178367,78.92378,13,41,cnn_test,0,0.2068188488483429,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.924049,MH-001,21.178367,78.924049,13,42,cnn_test,0,0.22338813543319702,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.924319,MH-001,21.178367,78.924319,13,43,cnn_test,0,0.1903831660747528,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178367_78.924858,MH-001,21.178367,78.924858,13,45,cnn_test,0,0.17448177933692932,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.914617,MH-001,21.178097,78.914617,14,7,cnn_test,0,0.22737570106983185,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.914887,MH-001,21.178097,78.914887,14,8,cnn_test,0,0.21816390752792358,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.915426,MH-001,21.178097,78.915426,14,10,cnn_test,0,0.15624138712882996,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.916773,MH-001,21.178097,78.916773,14,15,cnn_test,0,0.11391908675432205,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.917312,MH-001,21.178097,78.917312,14,17,cnn_test,0,0.10129330307245255,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.917582,MH-001,21.178097,78.917582,14,18,cnn_test,0,0.11885348707437515,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.917851,MH-001,21.178097,78.917851,14,19,cnn_test,0,0.1304096281528473,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.918121,MH-001,21.178097,78.918121,14,20,cnn_test,0,0.1258053183555603,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.91839,MH-001,21.178097,78.91839,14,21,cnn_test,0,0.1647365242242813,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.921355,MH-001,21.178097,78.921355,14,32,cnn_test,0,0.19263918697834015,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.921624,MH-001,21.178097,78.921624,14,33,cnn_test,0,0.21839618682861328,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.921894,MH-001,21.178097,78.921894,14,34,cnn_test,1,0.22600461542606354,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.922163,MH-001,21.178097,78.922163,14,35,cnn_test,0,0.2166886031627655,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.922433,MH-001,21.178097,78.922433,14,36,cnn_test,0,0.2084786295890808,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.922702,MH-001,21.178097,78.922702,14,37,cnn_test,0,0.1461327075958252,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.922972,MH-001,21.178097,78.922972,14,38,cnn_test,0,0.15056560933589935,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.92378,MH-001,21.178097,78.92378,14,41,cnn_test,0,0.1469963788986206,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.178097_78.924049,MH-001,21.178097,78.924049,14,42,cnn_test,0,0.29155421257019043,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.914617,MH-001,21.177828,78.914617,15,7,cnn_test,0,0.2731515169143677,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.914887,MH-001,21.177828,78.914887,15,8,cnn_test,0,0.21118755638599396,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.915156,MH-001,21.177828,78.915156,15,9,cnn_test,0,0.16981907188892365,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.915426,MH-001,21.177828,78.915426,15,10,cnn_test,0,0.10774360597133636,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.915695,MH-001,21.177828,78.915695,15,11,cnn_test,0,0.12173905968666077,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.917851,MH-001,21.177828,78.917851,15,19,cnn_test,0,0.12592241168022156,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.918121,MH-001,21.177828,78.918121,15,20,cnn_test,0,0.12730544805526733,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
MH-001_21.177828_78.921355,MH-001,21.177828,78.921355,15,32,cnn_test,0,0.11316177248954773,1,0.1,2021,2025,MH-001,0,MH-001-HS-0000
