project_id,latitude,longitude,utm_x,utm_y,cnn_split
MH-001,21.180253,78.920007,284054.10463081254,2343513.579828937,cnn_test
MH-001,21.180253,78.920277,284082.14532499394,2343513.211898771,cnn_test
MH-001,21.180253,78.920546,284110.082161203,2343512.845378897,cnn_test
MH-001,21.180253,78.920816,284138.1228482621,2343512.4775442597,cnn_test
MH-001,21.180253,78.921085,284166.05967737484,2343512.11111956,cnn_test
MH-001,21.180253,78.921355,284194.1003573107,2343511.743380451,cnn_test
MH-001,21.180253,78.921624,284222.03717932897,2343511.3770509264,cnn_test
MH-001,21.180253,78.921894,284250.0778521447,2343511.009407345,cnn_test
MH-001,21.180253,78.922163,284278.0146670715,2343510.6431729947,cnn_test
MH-001,21.180253,78.922433,284306.0553327691,2343510.2756249416,cnn_test
MH-001,21.180253,78.922702,284333.9921406038,2343509.9094857653,cnn_test
MH-001,21.180253,78.922972,284362.03279918514,2343509.5420332407,cnn_test
MH-001,21.180253,78.923241,284389.969599932,2343509.1759892376,cnn_test
MH-001,21.180253,78.92351,284417.9063971404,2343508.8099927343,cnn_test
MH-001,21.180253,78.92378,284445.9470450572,2343508.4426834127,cnn_test
MH-001,21.180253,78.924049,284473.8838351793,2343508.076782082,cnn_test
MH-001,21.179984,78.913,283326.00326437165,2343493.358736354,cnn_test
MH-001,21.179984,78.913809,283410.0219120794,2343492.2527420274,cnn_test
MH-001,21.179984,78.914078,283437.9588842343,2343491.885083835,cnn_test
MH-001,21.179984,78.914617,283493.9366727669,2343491.148543633,cnn_test
MH-001,21.179984,78.914887,283521.9774891179,2343490.7796619763,cnn_test
MH-001,21.179984,78.915156,283549.9144470362,2343490.4121941347,cnn_test
MH-001,21.179984,78.915426,283577.95525624615,2343490.0434080064,cnn_test
MH-001,21.179984,78.915695,283605.8922070508,2343489.67603534,cnn_test
MH-001,21.179984,78.915965,283633.93300912034,2343489.3073447403,cnn_test
MH-001,21.179984,78.916234,283661.8699528121,2343488.940067249,cnn_test
MH-001,21.179984,78.917851,283829.80310460913,2343486.733307195,cnn_test
MH-001,21.179984,78.918121,283857.8438781355,2343486.364998709,cnn_test
MH-001,21.179984,78.91839,283885.78079339326,2343485.998101916,cnn_test
MH-001,21.179984,78.91866,283913.82155978854,2343485.629888958,cnn_test
MH-001,21.179984,78.918929,283941.7584679413,2343485.263087339,cnn_test
MH-001,21.179984,78.919199,283969.7992272071,2343484.8949699085,cnn_test
MH-001,21.179984,78.919468,283997.7361282578,2343484.528263463,cnn_test
MH-001,21.179984,78.919738,284025.7768803962,2343484.1602415615,cnn_test
MH-001,21.179984,78.920007,284053.71377434814,2343483.79363029,cnn_test
MH-001,21.179984,78.920277,284081.7545193608,2343483.425703915,cnn_test
MH-001,21.179984,78.920546,284109.69140621304,2343483.059187818,cnn_test
MH-001,21.179984,78.920816,284137.73214410327,2343482.69135697,cnn_test
MH-001,21.179984,78.921085,284165.6690238591,2343482.3249360467,cnn_test
MH-001,21.179984,78.921355,284193.7097546262,2343481.957200727,cnn_test
MH-001,21.179984,78.921624,284221.64662728726,2343481.590874976,cnn_test
MH-001,21.179984,78.921894,284249.68735093425,2343481.223235184,cnn_test
MH-001,21.179984,78.922163,284277.6242165039,2343480.857004606,cnn_test
MH-001,21.179984,78.922972,284361.64250092243,2343479.755876198,cnn_test
MH-001,21.179984,78.923241,284389.579352312,2343479.389835968,cnn_test
MH-001,21.179984,78.92351,284417.51620016294,2343479.0238432353,cnn_test
MH-001,21.179984,78.92378,284445.5568989108,2343478.6565376977,cnn_test
MH-001,21.179984,78.924049,284473.4937396755,2343478.290640138,cnn_test
MH-001,21.179984,78.924319,284501.5344313114,2343477.9234301276,cnn_test
MH-001,21.179984,78.924588,284529.47126499296,2343477.5576277403,cnn_test
MH-001,21.179714,78.91327,283353.6505244243,2343463.0925458176,cnn_test
MH-001,21.179714,78.913809,283409.62843619415,2343462.355727356,cnn_test
MH-001,21.179714,78.914078,283437.5654591806,2343461.9880729667,cnn_test
MH-001,21.179714,78.914348,283465.6063336975,2343461.619099597,cnn_test
MH-001,21.179714,78.914617,283493.54334956536,2343461.2515403815,cnn_test
MH-001,21.179714,78.914887,283521.58421693667,2343460.88266254,cnn_test
MH-001,21.179714,78.915156,283549.5212256865,2343460.515198499,cnn_test
MH-001,21.179714,78.915426,283577.5620859167,2343460.1464161845,cnn_test
MH-001,21.179714,78.915695,283605.4990875529,2343459.779047318,cnn_test
MH-001,21.179714,78.915965,283633.5399406428,2343459.4103605314,cnn_test
MH-001,21.179714,78.916234,283661.4769351657,2343459.0430868384,cnn_test
MH-001,21.179714,78.916773,283717.4547685273,2343458.307317061,cnn_test
MH-001,21.179714,78.917043,283745.4956073429,2343457.9388213293,cnn_test
MH-001,21.179714,78.917851,283829.4103925167,2343456.836349608,cnn_test
MH-001,21.179714,78.918121,283857.45121706306,2343456.468044931,cnn_test
MH-001,21.179714,78.91839,283885.38818315195,2343456.101151932,cnn_test
MH-001,21.179714,78.91866,283913.42900056706,2343455.7329427823,cnn_test
MH-001,21.179714,78.919468,283997.34372171795,2343454.6313286815,cnn_test
MH-001,21.179714,78.919738,284025.38452487614,2343454.2633105856,cnn_test
MH-001,21.179714,78.920007,284053.32146965875,2343453.8967031054,cnn_test
MH-001,21.179714,78.920277,284081.3622656913,2343453.528780536,cnn_test
MH-001,21.179714,78.920546,284109.2992033742,2343453.1622682293,cnn_test
MH-001,21.179714,78.920816,284137.3399922842,2343452.7944411864,cnn_test
MH-001,21.179714,78.921085,284165.27692287066,2343452.4280240517,cnn_test
MH-001,21.179714,78.921355,284193.3177046572,2343452.0602925355,cnn_test
MH-001,21.179714,78.921624,284221.254628149,2343451.693970573,cnn_test
MH-001,21.179714,78.921894,284249.29540281533,2343451.326334583,cnn_test
MH-001,21.179714,78.922433,284305.27308676357,2343450.5925673298,cnn_test
MH-001,21.179714,78.922972,284361.2507565031,2343449.858990774,cnn_test
MH-001,21.179714,78.923241,284389.1876587231,2343449.492954329,cnn_test
MH-001,21.179714,78.92351,284417.12455740443,2343449.126965381,cnn_test
MH-001,21.179714,78.92378,284445.1653071714,2343448.759663643,cnn_test
MH-001,21.179714,78.924049,284473.1021987663,2343448.3937698677,cnn_test
MH-001,21.179714,78.924319,284501.1429414215,2343448.0265636547,cnn_test
MH-001,21.179714,78.924588,284529.0798259331,2343447.660765051,cnn_test
MH-001,21.179714,78.924858,284557.1205614783,2343447.293654364,cnn_test
MH-001,21.179714,78.925127,284585.0574389072,2343446.9279509312,cnn_test
MH-001,21.179445,78.913809,283409.2364223967,2343432.569443193,cnn_test
MH-001,21.179445,78.914078,283437.17349602596,2343432.2017925913,cnn_test
MH-001,21.179445,78.914617,283493.1514878841,2343431.465267596,cnn_test
MH-001,21.179445,78.914887,283521.1924060865,2343431.0963935545,cnn_test
MH-001,21.179445,78.915156,283549.1294654787,2343430.7289333004,cnn_test
MH-001,21.179445,78.915426,283577.1703765398,2343430.3601547866,cnn_test
MH-001,21.179445,78.915695,283605.1074288184,2343429.9927897053,cnn_test
MH-001,21.179445,78.915965,283633.148332739,2343429.6241067178,cnn_test
MH-001,21.179445,78.916234,283661.0853779044,2343429.256836809,cnn_test
MH-001,21.179445,78.916773,283717.063312739,2343428.5210746126,cnn_test
MH-001,21.179445,78.917043,283745.1042023852,2343428.1525826785,cnn_test
MH-001,21.179445,78.917851,283829.0191396739,2343427.050122317,cnn_test
MH-001,21.179445,78.918121,283857.0600150507,2343426.681821435,cnn_test
MH-001,21.179445,78.91839,283884.9970317817,2343426.3149322174,cnn_test
MH-001,21.179445,78.91866,283913.03790002735,2343425.9467268614,cnn_test
MH-001,21.179445,78.919738,284024.9936272809,2343424.477109808,cnn_test
MH-001,21.179445,78.920007,284052.9306227055,2343424.110506106,cnn_test
MH-001,21.179445,78.920277,284080.9714695681,2343423.7425873275,cnn_test
MH-001,21.179445,78.920546,284108.90845789283,2343423.376078797,cnn_test
MH-001,21.179445,78.920816,284136.9492976329,2343423.008255544,cnn_test
MH-001,21.179445,78.921085,284164.8862788609,2343422.641842186,cnn_test
MH-001,21.179445,78.921355,284192.9271114776,2343422.2741144584,cnn_test
MH-001,21.179445,78.921624,284220.86408561096,2343421.907796271,cnn_test
MH-001,21.179445,78.921894,284248.90491110727,2343421.5401640693,cnn_test
MH-001,21.179445,78.922163,284276.841878149,2343421.1739410535,cnn_test
MH-001,21.179445,78.922702,284332.81965647644,2343420.4402765324,cnn_test
MH-001,21.179445,78.922972,284360.8604677379,2343420.07283538,cnn_test
MH-001,21.179445,78.923241,284388.79742059927,2343419.7068027067,cnn_test
MH-001,21.179445,78.92351,284416.7343699221,2343419.3408175306,cnn_test
MH-001,21.179445,78.92378,284444.77517051867,2343418.973519577,cnn_test
MH-001,21.179445,78.924049,284472.71211275493,2343418.6076295716,cnn_test
MH-001,21.179445,78.924319,284500.7529062397,2343418.2404271425,cnn_test
MH-001,21.179445,78.924588,284528.6898413926,2343417.874632308,cnn_test
MH-001,21.179445,78.924858,284556.73062776733,2343417.507525404,cnn_test
MH-001,21.179445,78.925127,284584.6675558373,2343417.1418257398,cnn_test
MH-001,21.179445,78.925397,284612.70833510393,2343416.7748143594,cnn_test
MH-001,21.179445,78.925666,284640.64525609295,2343416.409209866,cnn_test
MH-001,21.179445,78.925936,284668.6860282518,2343416.04229401,cnn_test
MH-001,21.179175,78.914617,283492.7581742536,2343401.5682659964,cnn_test
MH-001,21.179175,78.914887,283520.7991434751,2343401.1993957707,cnn_test
MH-001,21.179175,78.915156,283548.73625369766,2343400.8319393164,cnn_test
MH-001,21.179175,78.915426,283576.7772157779,2343400.463164617,cnn_test
MH-001,21.179175,78.915695,283604.71431888663,2343400.095803335,cnn_test
MH-001,21.179175,78.915965,283632.7552738262,2343399.7271241606,cnn_test
MH-001,21.179175,78.916504,283688.73331762257,2343398.9912744025,cnn_test
MH-001,21.179175,78.916773,283716.67040650523,2343398.6241034647,cnn_test
MH-001,21.179175,78.917043,283744.7113471705,2343398.2556153415,cnn_test
MH-001,21.179175,78.917312,283772.64842894225,2343397.8885395746,cnn_test
MH-001,21.179175,78.918121,283856.6673635333,2343396.78486931,cnn_test
MH-001,21.179175,78.91839,283884.60443109414,2343396.4179838863,cnn_test
MH-001,21.179175,78.91866,283912.64535035833,2343396.0497823386,cnn_test
MH-001,21.179175,78.918929,283940.5824108137,2343395.6829920863,cnn_test
MH-001,21.179175,78.919199,283968.62332294835,2343395.314886064,cnn_test
MH-001,21.179175,78.919468,283996.56037630147,2343394.948190983,cnn_test
MH-001,21.179175,78.919738,284024.60128130845,2343394.580180485,cnn_test
MH-001,21.179175,78.920007,284052.53832756256,2343394.213580575,cnn_test
MH-001,21.179175,78.920277,284080.57922544354,2343393.845665602,cnn_test
MH-001,21.179175,78.920546,284108.5162645979,2343393.479160862,cnn_test
MH-001,21.179175,78.920816,284136.5571553563,2343393.111341414,cnn_test
MH-001,21.179175,78.921085,284164.49418741383,2343392.7449318445,cnn_test
MH-001,21.179175,78.921355,284192.53507104865,2343392.377207921,cnn_test
MH-001,21.179175,78.921624,284220.4720960114,2343392.0108935223,cnn_test
MH-001,21.179175,78.921894,284248.51297252614,2343391.6432651225,cnn_test
MH-001,21.179175,78.922163,284276.4499903971,2343391.2770458944,cnn_test
MH-001,21.179175,78.922433,284304.49085979315,2343390.909513019,cnn_test
MH-001,21.179175,78.922702,284332.42787057173,2343390.543388961,cnn_test
MH-001,21.179175,78.922972,284360.4687328514,2343390.1759516094,cnn_test
MH-001,21.179175,78.923241,284388.40573654196,2343389.8099227217,cnn_test
MH-001,21.179175,78.92351,284416.3427366937,2343389.443941331,cnn_test
MH-001,21.179175,78.92378,284444.3835883083,2343389.076647176,cnn_test
MH-001,21.179175,78.924049,284472.3205813735,2343388.7107609552,cnn_test
MH-001,21.179175,78.924319,284500.36142587627,2343388.3435623245,cnn_test
MH-001,21.179175,78.924588,284528.29841185804,2343387.9777712733,cnn_test
MH-001,21.179175,78.924858,284556.3392492506,2343387.6106681656,cnn_test
MH-001,21.179175,78.925127,284584.2762281495,2343387.244972284,cnn_test
MH-001,21.179175,78.925397,284612.3170584338,2343386.8779646996,cnn_test
MH-001,21.179175,78.925666,284640.25403025164,2343386.512363988,cnn_test
MH-001,21.179175,78.925936,284668.29485342815,2343386.1454519266,cnn_test
MH-001,21.179175,78.926205,284696.23181816563,2343385.7799463836,cnn_test
MH-001,21.179175,78.926475,284724.27263423876,2343385.4131298466,cnn_test
MH-001,21.178906,78.913539,283380.4099174851,2343373.2552051297,cnn_test
MH-001,21.178906,78.913809,283408.45095182816,2343372.886147654,cnn_test
MH-001,21.178906,78.914078,283436.3881269293,2343372.5185046443,cnn_test
MH-001,21.178906,78.914617,283492.3663221082,2343371.781994856,cnn_test
MH-001,21.178906,78.914887,283520.4073421593,2343371.413128431,cnn_test
MH-001,21.178906,78.915156,283548.3445030232,2343371.045675764,cnn_test
MH-001,21.178906,78.915426,283576.3855159329,2343370.6769048646,cnn_test
MH-001,21.178906,78.915695,283604.322669683,2343370.309547368,cnn_test
MH-001,21.178906,78.915965,283632.36367545207,2343369.940871993,cnn_test
MH-001,21.178906,78.916504,283688.34182071895,2343369.2050298173,cnn_test
MH-001,21.178906,78.916773,283716.27896024287,2343368.8378626625,cnn_test
MH-001,21.178906,78.917043,283744.3199517373,2343368.469378337,cnn_test
MH-001,21.178906,78.917312,283772.2570841502,2343368.102306353,cnn_test
MH-001,21.178906,78.917582,283800.2980685083,2343367.733917551,cnn_test
MH-001,21.178906,78.917851,283828.2351938159,2343367.3669407377,cnn_test
MH-001,21.178906,78.918121,283856.2761710407,2343366.9986474607,cnn_test
MH-001,21.178906,78.91866,283912.25425933575,2343366.263568064,cnn_test
MH-001,21.178906,78.918929,283940.1913704319,2343365.8967815917,cnn_test
MH-001,21.178906,78.919199,283968.2323333956,2343365.5286793625,cnn_test
MH-001,21.178906,78.919468,283996.1694373895,2343365.16198806,cnn_test
MH-001,21.178906,78.919738,284024.21039322537,2343364.7939813547,cnn_test
MH-001,21.178906,78.920007,284052.14749012014,2343364.4273852217,cnn_test
MH-001,21.178906,78.920277,284080.1884388302,2343364.0594740403,cnn_test
MH-001,21.178906,78.920546,284108.1255286251,2343363.6929730773,cnn_test
MH-001,21.178906,78.920816,284136.1664702123,2343363.3251574193,cnn_test
MH-001,21.178906,78.921085,284164.1035529103,2343362.958751626,cnn_test
MH-001,21.178906,78.921355,284192.144487374,2343362.5910314913,cnn_test
MH-001,21.178906,78.921624,284220.08156297705,2343362.224720868,cnn_test
MH-001,21.178906,78.921894,284248.1224903204,2343361.857096256,cnn_test
MH-001,21.178906,78.922163,284276.05955883185,2343361.490880802,cnn_test
MH-001,21.178906,78.922433,284304.10047905653,2343361.123351713,cnn_test
MH-001,21.178906,78.922702,284332.0375404755,2343360.7572314283,cnn_test
MH-001,21.178906,78.922972,284360.0784535835,2343360.3897978626,cnn_test
MH-001,21.178906,78.923241,284388.0155079141,2343360.0237727473,cnn_test
MH-001,21.178906,78.92351,284415.95255870634,2343359.657795128,cnn_test
MH-001,21.178906,78.92378,284443.9934611494,2343359.290504758,cnn_test
MH-001,21.178906,78.924049,284471.93050485477,2343358.924622307,cnn_test
MH-001,21.178906,78.924319,284499.9714001857,2343358.55742746,cnn_test
MH-001,21.178906,78.924588,284527.9084368076,2343358.1916401777,cnn_test
MH-001,21.178906,78.924858,284555.94932502846,2343357.824540853,cnn_test
MH-001,21.178906,78.925127,284583.88635456737,2343357.4588487395,cnn_test
MH-001,21.178906,78.925397,284611.9272356798,2343357.0918449378,cnn_test
MH-001,21.178906,78.925666,284639.8642581376,2343356.7262479933,cnn_test
MH-001,21.178906,78.925936,284667.9051321421,2343356.359339713,cnn_test
MH-001,21.178906,78.926205,284695.84214751935,2343355.9938379372,cnn_test
MH-001,21.178906,78.926475,284723.88301442063,2343355.627025179,cnn_test
MH-001,21.178636,78.913809,283408.0574950926,2343342.989136286,cnn_test
MH-001,21.178636,78.914078,283435.9947210228,2343342.6214970793,cnn_test
MH-001,21.178636,78.914617,283491.9730180489,2343341.8849949087,cnn_test
MH-001,21.178636,78.914887,283520.014089118,2343341.5161322993,cnn_test
MH-001,21.178636,78.915156,283547.9513008108,2343341.1486834325,cnn_test
MH-001,21.178636,78.915426,283575.9923647385,2343340.7799163465,cnn_test
MH-001,21.178636,78.915695,283603.9295693175,2343340.4125626497,cnn_test
MH-001,21.178636,78.915965,283631.9706261043,2343340.043891088,cnn_test
MH-001,21.178636,78.916504,283687.9488732178,2343339.3080565236,cnn_test
