project_id,transition,row,col,delta_NDVI,delta_NDWI,delta_NDBI,veg_loss_signal,builtup_signal,water_signal,signal_count,candidate_category,f6_class_name,f6_dynamic_world_class
MH-001,2021->2022,55,53,0.0741,-0.0705,0.0489,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,56,54,0.0913,-0.0869,0.0601,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,57,54,0.0789,-0.0797,0.0646,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,57,55,0.0578,-0.0581,0.0727,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,58,54,0.0618,-0.0588,0.0501,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,60,53,0.0612,-0.0668,0.0569,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,61,53,0.0641,-0.0636,0.0490,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,65,22,-0.0096,0.0576,0.0716,False,True,True,2,2,vegetation,crops
MH-001,2021->2022,65,23,-0.0131,0.0569,0.0980,False,True,True,2,2,vegetation,crops
MH-001,2021->2022,65,27,-0.0992,0.1724,-0.0133,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,65,28,-0.1574,0.2578,0.0294,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,65,29,-0.1265,0.2227,0.0200,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,65,30,-0.0832,0.1392,-0.0410,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,66,26,-0.1273,0.2581,-0.0300,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,66,27,-0.2786,0.5061,0.0860,True,True,True,3,2,vegetation,crops
MH-001,2021->2022,66,28,-0.3533,0.5987,0.1076,True,True,True,3,2,vegetation,crops
MH-001,2021->2022,66,29,-0.2452,0.3902,-0.0060,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,66,30,-0.1504,0.2119,-0.0842,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,66,31,-0.0971,0.1218,-0.0682,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,66,44,-0.0723,0.0666,0.0235,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,66,45,-0.0825,0.0720,0.0194,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,66,46,-0.0788,0.0682,0.0137,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,67,25,-0.0953,0.2047,0.0138,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,67,26,-0.1548,0.3683,0.0180,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,67,27,-0.1595,0.4458,0.0640,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,67,28,-0.1650,0.4127,-0.0580,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,67,29,-0.2417,0.3697,-0.1086,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,67,30,-0.3149,0.4444,-0.0350,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,67,31,-0.3684,0.5022,0.0576,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,67,32,-0.2567,0.3808,0.0126,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,67,33,-0.0694,0.0945,-0.0916,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,67,44,-0.0846,0.0713,0.0264,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,67,45,-0.0903,0.0703,0.0228,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,67,46,-0.0737,0.0647,-0.0008,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,67,47,-0.0721,0.0651,0.0093,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,67,48,-0.0779,0.0629,0.0127,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,68,24,-0.1131,0.2703,0.0239,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,25,-0.2103,0.3977,0.0533,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,68,26,-0.0759,0.2662,0.0140,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,27,-0.1359,0.3749,0.0501,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,68,28,-0.3506,0.5849,0.0090,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,29,-0.4390,0.6799,0.0271,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,30,-0.4300,0.6440,0.0271,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,31,-0.3053,0.4325,-0.0288,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,32,-0.3448,0.4948,0.0132,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,33,-0.2750,0.3463,-0.0296,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,34,-0.2090,0.2525,-0.0600,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,68,35,-0.0870,0.1056,-0.0628,True,False,True,2,2,bare_land,bare
MH-001,2021->2022,68,36,-0.0827,0.0928,-0.0767,True,False,True,2,2,bare_land,bare
MH-001,2021->2022,69,24,-0.2190,0.4786,-0.0865,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,25,-0.1911,0.4436,-0.0741,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,26,-0.0753,0.2486,-0.0407,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,28,-0.2639,0.4146,-0.0210,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,29,-0.4028,0.6183,-0.0169,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,30,-0.3172,0.4989,0.0586,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,69,31,-0.1477,0.2589,0.1466,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,69,32,-0.2755,0.4370,-0.0466,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,33,-0.4720,0.6919,-0.0146,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,34,-0.4602,0.6876,-0.0027,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,69,35,-0.3719,0.5528,0.1017,True,True,True,3,2,bare_land,bare
MH-001,2021->2022,69,36,-0.2549,0.3884,0.0397,True,False,True,2,2,bare_land,bare
MH-001,2021->2022,69,37,-0.1254,0.1690,-0.0807,True,False,True,2,2,bare_land,bare
MH-001,2021->2022,70,24,-0.2385,0.5558,0.0186,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,25,-0.2139,0.4812,0.0632,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,70,26,-0.1426,0.3214,0.1632,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,70,28,-0.1625,0.2613,0.0362,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,29,-0.2628,0.4246,0.0187,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,30,-0.1831,0.2905,0.0049,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,32,-0.1180,0.1913,-0.1129,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,33,-0.4638,0.6658,0.0429,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,34,-0.5058,0.7568,0.0483,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,70,35,-0.5160,0.7554,0.0958,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,70,36,-0.4544,0.6976,0.1345,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,70,37,-0.3195,0.4931,0.0427,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,38,-0.1951,0.3209,-0.0139,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,39,-0.0741,0.1115,0.0206,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,70,42,-0.0485,0.0474,0.0534,False,True,True,2,2,vegetation,crops
MH-001,2021->2022,71,24,-0.1957,0.4893,0.0217,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,71,25,-0.1907,0.4569,0.0514,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,26,-0.3048,0.4921,0.0951,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,27,-0.2686,0.3809,0.1351,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,28,-0.0247,0.0796,0.0689,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,71,29,-0.0464,0.1153,0.0886,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,71,30,-0.1616,0.2468,0.1704,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,31,-0.1913,0.2792,0.2019,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,32,-0.0886,0.1356,0.1531,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,33,-0.0801,0.1443,0.0707,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,34,-0.1037,0.1890,0.0249,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,71,35,-0.0916,0.1836,0.0604,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,71,36,-0.1176,0.2303,0.0320,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,71,37,-0.2119,0.3496,-0.0206,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,71,38,-0.2001,0.3572,-0.0379,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,71,39,-0.0630,0.1343,0.0299,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,72,24,-0.0880,0.3573,0.0211,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,72,25,-0.1130,0.3564,-0.0038,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,72,26,-0.2291,0.4028,0.0657,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,72,27,-0.2188,0.3387,0.1462,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,72,28,0.0038,0.0517,0.0838,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,72,30,-0.1048,0.1561,0.1268,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,72,31,-0.0928,0.1655,0.1215,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,72,32,-0.0307,0.0772,0.1410,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,72,33,0.0014,0.0625,0.1533,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,72,34,-0.0077,0.0712,0.1392,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,72,35,0.0058,0.0742,0.0830,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,72,36,0.0281,0.0525,0.0831,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,72,38,-0.0747,0.1989,-0.0610,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,73,23,-0.0248,0.1230,0.0549,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,25,-0.1288,0.3317,0.0781,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,73,26,-0.1650,0.3393,0.1344,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,73,27,-0.1064,0.2082,0.2034,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,73,28,0.0028,0.0582,0.1858,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,30,0.0265,0.0551,0.1707,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,31,0.0388,0.0489,0.1545,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,32,0.0215,0.0620,0.1495,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,33,0.0383,0.0531,0.1857,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,34,0.0192,0.0614,0.2138,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,35,0.0252,0.0686,0.2055,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,36,0.0277,0.0608,0.1823,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,73,37,-0.0274,0.1116,0.1340,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,74,26,-0.0718,0.2268,0.0930,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,74,27,-0.0940,0.2053,0.1700,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,74,28,-0.0295,0.1032,0.1462,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,74,32,-0.0008,0.0778,0.2202,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,74,33,0.0021,0.0851,0.2382,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,74,35,0.0269,0.0555,0.2367,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,74,36,0.0349,0.0523,0.1670,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,74,44,-0.0743,0.0519,0.0347,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,74,45,-0.0770,0.0507,0.0205,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,75,27,-0.1340,0.2338,0.1196,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,75,28,-0.1710,0.2891,0.1775,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,75,29,-0.0325,0.1130,0.1992,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,75,30,0.0212,0.0495,0.2286,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,75,32,0.0129,0.0593,0.2091,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,75,33,0.0510,0.0492,0.2036,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,75,34,0.0277,0.0551,0.1673,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,75,35,0.0354,0.0672,0.2351,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,75,36,0.0155,0.0735,0.2151,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,75,45,-0.0650,0.0666,-0.0248,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,75,47,-0.0689,0.0744,-0.0325,True,False,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,76,27,-0.0977,0.2094,0.0660,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,76,28,-0.1393,0.2725,0.0855,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,76,29,-0.0191,0.1009,0.1683,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,76,31,0.0016,0.0569,0.2049,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,76,35,0.0399,0.0689,0.2677,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,76,36,0.0224,0.0743,0.1998,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,76,37,0.0280,0.0627,0.1866,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,77,28,-0.1430,0.2643,0.0441,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,77,29,-0.1059,0.1715,0.1764,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,77,32,-0.0338,0.0477,0.2228,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,77,33,0.0227,0.0526,0.1885,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,78,28,-0.1324,0.2064,0.0275,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,78,29,-0.0941,0.1701,0.1186,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,79,29,-0.0893,0.1700,0.0140,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,79,30,-0.0765,0.1780,0.1216,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,79,31,0.0289,0.0495,0.1482,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,79,33,-0.0126,0.0901,0.0593,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,79,35,-0.0763,0.1849,0.0621,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,80,29,-0.0486,0.0811,0.0620,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,80,30,-0.0538,0.1211,0.0833,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,80,31,-0.0090,0.0614,0.0911,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,80,32,0.0182,0.0683,0.0846,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,80,33,-0.0116,0.0935,0.0645,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,98,60,-0.0694,0.0866,-0.0455,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,98,61,-0.0642,0.0713,-0.0316,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,99,60,-0.0820,0.0985,-0.0212,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,110,90,-0.0754,0.0703,-0.0825,True,False,True,2,2,unknown,unknown
MH-001,2021->2022,113,58,-0.0702,0.0371,0.1045,True,True,False,2,2,unknown,unknown
MH-001,2021->2022,113,59,-0.1106,0.0530,0.0931,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,113,60,-0.1044,0.0687,0.0937,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,113,61,-0.0757,0.0500,0.0814,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,114,58,-0.0628,0.0413,0.0762,True,True,False,2,2,unknown,unknown
MH-001,2021->2022,114,59,-0.1416,0.0800,0.1056,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,114,60,-0.1234,0.0685,0.0813,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,116,58,-0.0693,0.0325,0.0514,True,True,False,2,2,unknown,unknown
MH-001,2021->2022,116,59,-0.0628,0.0300,0.0503,True,True,False,2,2,unknown,unknown
MH-001,2021->2022,118,56,-0.0669,0.0513,0.0748,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,119,56,-0.0766,0.0470,0.0829,True,True,True,3,2,unknown,unknown
MH-001,2021->2022,143,45,0.0623,-0.0834,0.0725,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,143,46,0.0795,-0.0926,0.0734,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,143,51,-0.0082,0.0475,0.0508,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,144,43,0.0806,-0.0943,0.0775,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,144,44,0.0794,-0.0880,0.0768,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,144,45,0.0787,-0.0829,0.0844,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,144,46,0.0723,-0.0732,0.1157,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,144,47,0.0777,-0.0843,0.0580,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,144,50,0.0735,-0.0742,0.0488,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,145,43,0.0753,-0.0835,0.0837,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,145,44,0.0689,-0.0958,0.0944,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,145,45,0.0953,-0.1109,0.0736,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,145,46,0.0957,-0.0926,0.0803,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,145,47,0.0996,-0.0943,0.0666,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,145,50,0.0694,-0.0711,0.0860,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,34,0.0584,-0.0609,0.0591,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,146,43,0.0751,-0.1011,0.0522,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,44,0.0672,-0.0937,0.0667,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,45,0.0772,-0.1160,0.0599,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,47,0.0688,-0.0876,0.0590,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,48,0.0766,-0.0838,0.0679,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,49,0.0905,-0.0872,0.0511,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,50,0.0352,-0.0584,0.0760,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,146,51,0.0665,-0.0783,0.0499,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,147,33,0.0595,-0.0630,0.0584,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,147,34,0.0628,-0.0693,0.0726,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,147,35,0.0740,-0.0731,0.0560,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,148,34,0.0512,-0.0622,0.0725,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,148,35,0.0622,-0.0700,0.0715,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,148,49,-0.0200,0.0707,0.0525,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,149,37,0.0679,-0.0568,0.0606,False,True,True,2,2,vegetation,shrub_and_scrub
MH-001,2021->2022,149,46,-0.1196,0.1802,0.0170,True,False,True,2,2,vegetation,crops
MH-001,2021->2022,149,47,-0.0467,0.1100,0.0726,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,149,48,-0.0541,0.0918,0.1049,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,149,49,-0.0355,0.0894,0.0600,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,149,50,-0.0199,0.0871,0.0607,False,True,True,2,2,unknown,unknown
MH-001,2021->2022,149,53,-0.0150,0.0738,0.0485,False,True,True,2,2,unknown,unknown
