sample_id,project_id,year,center_latitude,center_longitude,target,feature83_membership,feature86_membership,cnn_spatial_split,spatial_block
MH-003_2021_R017_C018,MH-003,2021,18.945065,73.447381,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C019,MH-003,2021,18.945065,73.44765,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C020,MH-003,2021,18.945065,73.44792,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C021,MH-003,2021,18.945065,73.448189,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C022,MH-003,2021,18.945065,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C023,MH-003,2021,18.945065,73.448728,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C024,MH-003,2021,18.945065,73.448997,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C027,MH-003,2021,18.945065,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C028,MH-003,2021,18.945065,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R017_C075,MH-003,2021,18.945065,73.462742,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R018_C007,MH-003,2021,18.944796,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R018_C008,MH-003,2021,18.944796,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R018_C009,MH-003,2021,18.944796,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R018_C010,MH-003,2021,18.944796,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R018_C013,MH-003,2021,18.944796,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R018_C016,MH-003,2021,18.944796,73.446842,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C017,MH-003,2021,18.944796,73.447111,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C018,MH-003,2021,18.944796,73.447381,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C019,MH-003,2021,18.944796,73.44765,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C020,MH-003,2021,18.944796,73.44792,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C021,MH-003,2021,18.944796,73.448189,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C022,MH-003,2021,18.944796,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C023,MH-003,2021,18.944796,73.448728,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C024,MH-003,2021,18.944796,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C025,MH-003,2021,18.944796,73.449267,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C027,MH-003,2021,18.944796,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C028,MH-003,2021,18.944796,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R018_C076,MH-003,2021,18.944796,73.463011,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R019_C007,MH-003,2021,18.944526,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R019_C008,MH-003,2021,18.944526,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R019_C009,MH-003,2021,18.944526,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R019_C010,MH-003,2021,18.944526,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R019_C012,MH-003,2021,18.944526,73.445764,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R019_C013,MH-003,2021,18.944526,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R019_C014,MH-003,2021,18.944526,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R019_C015,MH-003,2021,18.944526,73.446572,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C018,MH-003,2021,18.944526,73.447381,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C020,MH-003,2021,18.944526,73.44792,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C021,MH-003,2021,18.944526,73.448189,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C022,MH-003,2021,18.944526,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C023,MH-003,2021,18.944526,73.448728,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C024,MH-003,2021,18.944526,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C025,MH-003,2021,18.944526,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C027,MH-003,2021,18.944526,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R019_C028,MH-003,2021,18.944526,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C007,MH-003,2021,18.944257,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R020_C008,MH-003,2021,18.944257,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R020_C009,MH-003,2021,18.944257,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R020_C010,MH-003,2021,18.944257,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R020_C012,MH-003,2021,18.944257,73.445764,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R020_C013,MH-003,2021,18.944257,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R020_C014,MH-003,2021,18.944257,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R020_C015,MH-003,2021,18.944257,73.446572,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C016,MH-003,2021,18.944257,73.446842,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C017,MH-003,2021,18.944257,73.447111,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C018,MH-003,2021,18.944257,73.447381,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C019,MH-003,2021,18.944257,73.44765,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C020,MH-003,2021,18.944257,73.44792,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C021,MH-003,2021,18.944257,73.448189,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C022,MH-003,2021,18.944257,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C023,MH-003,2021,18.944257,73.448728,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C024,MH-003,2021,18.944257,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C025,MH-003,2021,18.944257,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C026,MH-003,2021,18.944257,73.449536,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R020_C077,MH-003,2021,18.944257,73.463281,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R021_C007,MH-003,2021,18.943987,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R021_C008,MH-003,2021,18.943987,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R021_C009,MH-003,2021,18.943987,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R021_C010,MH-003,2021,18.943987,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R021_C012,MH-003,2021,18.943987,73.445764,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R021_C013,MH-003,2021,18.943987,73.446033,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R021_C014,MH-003,2021,18.943987,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R021_C015,MH-003,2021,18.943987,73.446572,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C016,MH-003,2021,18.943987,73.446842,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C017,MH-003,2021,18.943987,73.447111,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C018,MH-003,2021,18.943987,73.447381,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C019,MH-003,2021,18.943987,73.44765,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C020,MH-003,2021,18.943987,73.44792,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C021,MH-003,2021,18.943987,73.448189,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C022,MH-003,2021,18.943987,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C023,MH-003,2021,18.943987,73.448728,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C024,MH-003,2021,18.943987,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C025,MH-003,2021,18.943987,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C026,MH-003,2021,18.943987,73.449536,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R021_C027,MH-003,2021,18.943987,73.449806,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C007,MH-003,2021,18.943718,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C008,MH-003,2021,18.943718,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C009,MH-003,2021,18.943718,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C010,MH-003,2021,18.943718,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C011,MH-003,2021,18.943718,73.445494,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C012,MH-003,2021,18.943718,73.445764,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C013,MH-003,2021,18.943718,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C014,MH-003,2021,18.943718,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R022_C015,MH-003,2021,18.943718,73.446572,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C016,MH-003,2021,18.943718,73.446842,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C017,MH-003,2021,18.943718,73.447111,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C018,MH-003,2021,18.943718,73.447381,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C019,MH-003,2021,18.943718,73.44765,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C020,MH-003,2021,18.943718,73.44792,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C021,MH-003,2021,18.943718,73.448189,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C022,MH-003,2021,18.943718,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C023,MH-003,2021,18.943718,73.448728,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C024,MH-003,2021,18.943718,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C025,MH-003,2021,18.943718,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C026,MH-003,2021,18.943718,73.449536,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C027,MH-003,2021,18.943718,73.449806,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C028,MH-003,2021,18.943718,73.450075,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R022_C078,MH-003,2021,18.943718,73.46355,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R023_C007,MH-003,2021,18.943448,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C008,MH-003,2021,18.943448,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C009,MH-003,2021,18.943448,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C010,MH-003,2021,18.943448,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C011,MH-003,2021,18.943448,73.445494,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C012,MH-003,2021,18.943448,73.445764,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C013,MH-003,2021,18.943448,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C014,MH-003,2021,18.943448,73.446303,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R023_C015,MH-003,2021,18.943448,73.446572,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C016,MH-003,2021,18.943448,73.446842,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C017,MH-003,2021,18.943448,73.447111,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C018,MH-003,2021,18.943448,73.447381,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C019,MH-003,2021,18.943448,73.44765,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C020,MH-003,2021,18.943448,73.44792,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C021,MH-003,2021,18.943448,73.448189,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C022,MH-003,2021,18.943448,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C023,MH-003,2021,18.943448,73.448728,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C024,MH-003,2021,18.943448,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C025,MH-003,2021,18.943448,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C026,MH-003,2021,18.943448,73.449536,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C027,MH-003,2021,18.943448,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C028,MH-003,2021,18.943448,73.450075,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R023_C029,MH-003,2021,18.943448,73.450345,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R023_C031,MH-003,2021,18.943448,73.450884,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R023_C032,MH-003,2021,18.943448,73.451153,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R023_C033,MH-003,2021,18.943448,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R023_C034,MH-003,2021,18.943448,73.451692,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R023_C078,MH-003,2021,18.943448,73.46355,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R024_C007,MH-003,2021,18.943179,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R024_C008,MH-003,2021,18.943179,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R024_C009,MH-003,2021,18.943179,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R024_C011,MH-003,2021,18.943179,73.445494,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R024_C012,MH-003,2021,18.943179,73.445764,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R024_C013,MH-003,2021,18.943179,73.446033,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R024_C014,MH-003,2021,18.943179,73.446303,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R024_C015,MH-003,2021,18.943179,73.446572,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C016,MH-003,2021,18.943179,73.446842,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C017,MH-003,2021,18.943179,73.447111,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C018,MH-003,2021,18.943179,73.447381,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C019,MH-003,2021,18.943179,73.44765,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C020,MH-003,2021,18.943179,73.44792,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C021,MH-003,2021,18.943179,73.448189,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C022,MH-003,2021,18.943179,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C023,MH-003,2021,18.943179,73.448728,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C024,MH-003,2021,18.943179,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C025,MH-003,2021,18.943179,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C026,MH-003,2021,18.943179,73.449536,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C027,MH-003,2021,18.943179,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C028,MH-003,2021,18.943179,73.450075,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R024_C029,MH-003,2021,18.943179,73.450345,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R024_C030,MH-003,2021,18.943179,73.450614,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R024_C032,MH-003,2021,18.943179,73.451153,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R024_C033,MH-003,2021,18.943179,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R024_C034,MH-003,2021,18.943179,73.451692,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R025_C007,MH-003,2021,18.942909,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R025_C010,MH-003,2021,18.942909,73.445225,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R025_C011,MH-003,2021,18.942909,73.445494,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R025_C012,MH-003,2021,18.942909,73.445764,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R025_C013,MH-003,2021,18.942909,73.446033,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R025_C014,MH-003,2021,18.942909,73.446303,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R025_C015,MH-003,2021,18.942909,73.446572,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C016,MH-003,2021,18.942909,73.446842,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C017,MH-003,2021,18.942909,73.447111,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C018,MH-003,2021,18.942909,73.447381,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C019,MH-003,2021,18.942909,73.44765,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C020,MH-003,2021,18.942909,73.44792,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C021,MH-003,2021,18.942909,73.448189,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C022,MH-003,2021,18.942909,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C023,MH-003,2021,18.942909,73.448728,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C024,MH-003,2021,18.942909,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C025,MH-003,2021,18.942909,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C026,MH-003,2021,18.942909,73.449536,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C027,MH-003,2021,18.942909,73.449806,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C028,MH-003,2021,18.942909,73.450075,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R025_C030,MH-003,2021,18.942909,73.450614,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R025_C031,MH-003,2021,18.942909,73.450884,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R025_C032,MH-003,2021,18.942909,73.451153,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R025_C033,MH-003,2021,18.942909,73.451423,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R025_C034,MH-003,2021,18.942909,73.451692,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R026_C007,MH-003,2021,18.94264,73.444416,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C008,MH-003,2021,18.94264,73.444686,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C009,MH-003,2021,18.94264,73.444955,0,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C010,MH-003,2021,18.94264,73.445225,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C011,MH-003,2021,18.94264,73.445494,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C012,MH-003,2021,18.94264,73.445764,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C013,MH-003,2021,18.94264,73.446033,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C014,MH-003,2021,18.94264,73.446303,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R026_C015,MH-003,2021,18.94264,73.446572,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C016,MH-003,2021,18.94264,73.446842,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C017,MH-003,2021,18.94264,73.447111,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C018,MH-003,2021,18.94264,73.447381,0,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C019,MH-003,2021,18.94264,73.44765,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C020,MH-003,2021,18.94264,73.44792,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C021,MH-003,2021,18.94264,73.448189,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C022,MH-003,2021,18.94264,73.448459,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C023,MH-003,2021,18.94264,73.448728,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C024,MH-003,2021,18.94264,73.448997,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C025,MH-003,2021,18.94264,73.449267,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C026,MH-003,2021,18.94264,73.449536,1,False,True,cnn_train,MH-003_C1
MH-003_2021_R026_C029,MH-003,2021,18.94264,73.450345,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R026_C030,MH-003,2021,18.94264,73.450614,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R026_C031,MH-003,2021,18.94264,73.450884,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R026_C032,MH-003,2021,18.94264,73.451153,1,False,True,cnn_train,MH-003_C2
MH-003_2021_R026_C033,MH-003,2021,18.94264,73.451423,0,False,True,cnn_train,MH-003_C2
MH-003_2021_R026_C077,MH-003,2021,18.94264,73.463281,0,False,True,cnn_train,MH-003_C5
MH-003_2021_R027_C007,MH-003,2021,18.94237,73.444416,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R027_C008,MH-003,2021,18.94237,73.444686,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R027_C009,MH-003,2021,18.94237,73.444955,1,False,True,cnn_train,MH-003_C0
MH-003_2021_R027_C010,MH-003,2021,18.94237,73.445225,1,False,True,cnn_train,MH-003_C0
